CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
100008097,Existing Customer,31,M,2,Graduate,Divorced,$40K - $60K,Blue,22,1,0,0,6898.17,1963.47,4934.7,2.42,957,106,0.49,0.28
100008098,Existing Customer,72,F,1,College,Married,Less than $40K,Blue,40,5,0,3,9525.82,2043.25,7482.57,1.36,3915,30,1.34,0.21
100008099,Existing Customer,32,F,3,High School,Divorced,Less than $40K,Blue,19,5,5,6,30575.66,880.31,29695.35,2.14,2983,25,2.12,0.03
100008100,Existing Customer,69,M,2,High School,Divorced,$60K - $80K,Blue,36,5,5,3,27191.45,144.27,27047.18,2.03,9712,11,2.77,0.01
100008101,Attrited Customer,34,M,1,Uneducated,Single,$60K - $80K,Blue,31,4,1,4,2487.05,191.17,2295.88,0.62,3087,56,1.23,0.08
100008102,Existing Customer,45,F,3,Graduate,Married,$80K - $120K,Blue,32,2,5,1,6021.96,1724.31,4297.65,0.67,5315,45,2.63,0.29
100008103,Existing Customer,62,M,5,High School,Single,Unknown,Silver,15,6,5,1,34484.09,2307.87,32176.22,2.05,9255,148,2.57,0.07
100008104,Existing Customer,36,F,0,Graduate,Divorced,$120K +,Blue,47,6,5,6,8683.05,438.21,8244.84,0.87,10783,122,2.24,0.05
100008105,Existing Customer,27,F,4,College,Married,$40K - $60K,Blue,54,2,2,1,22569.36,2160.67,20408.69,1.44,5261,144,1.9,0.1
100008106,Existing Customer,47,M,3,Uneducated,Divorced,Less than $40K,Blue,40,1,5,4,7989.11,1632.47,6356.64,2.5,18651,50,0.34,0.2
100008107,Existing Customer,61,F,3,Doctorate,Divorced,$60K - $80K,Blue,30,5,3,2,8944.78,1691.73,7253.05,0.97,15240,16,1.55,0.19
100008108,Existing Customer,30,F,0,Graduate,Single,$120K +,Blue,37,6,4,1,17949.68,1744.09,16205.59,1.16,8674,62,2.47,0.1
100008109,Existing Customer,32,F,2,Doctorate,Divorced,Less than $40K,Blue,47,1,3,0,17580.55,155.57,17424.98,1.08,5705,84,2.67,0.01
100008110,Existing Customer,31,F,1,Uneducated,Married,Unknown,Blue,36,4,6,0,22969.88,1509.58,21460.3,2.29,13723,123,1.41,0.07
100008111,Existing Customer,47,M,2,Doctorate,Married,$120K +,Blue,34,5,1,3,6718.91,1208.25,5510.66,1.1,14082,72,1.8,0.18
100008112,Attrited Customer,35,F,3,Graduate,Single,$60K - $80K,Blue,49,1,1,5,9932.28,2091.46,7840.82,1.27,8763,100,2.62,0.21
100008113,Existing Customer,71,M,5,Doctorate,Single,$80K - $120K,Blue,39,3,3,3,22221.03,1070.33,21150.7,1.76,8298,42,1.51,0.05
100008114,Existing Customer,65,F,1,Graduate,Married,Unknown,Blue,52,4,5,1,4311.75,1273.8,3037.95,1.63,14332,17,1.89,0.3
100008115,Existing Customer,71,M,4,Post-Graduate,Single,Unknown,Blue,22,6,1,1,31917.05,1451.18,30465.87,0.97,11051,10,2.58,0.05
100008116,Existing Customer,71,F,4,Uneducated,Divorced,Less than $40K,Blue,40,6,4,3,7079.2,1466.84,5612.36,1.91,11873,70,2.42,0.21
100008117,Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,55,4,0,5,15905.44,999.9,14905.54,1.19,19245,41,0.45,0.06
100008118,Existing Customer,53,M,3,Post-Graduate,Single,$40K - $60K,Blue,31,4,2,0,4694.13,415.57,4278.56,1.48,2726,140,0.42,0.09
100008119,Existing Customer,48,F,5,Post-Graduate,Married,Less than $40K,Blue,20,3,4,5,24284.39,628.45,23655.94,1.26,17594,111,1.36,0.03
100008120,Existing Customer,60,M,0,Uneducated,Divorced,$60K - $80K,Blue,35,6,5,4,12115.32,1031.02,11084.3,2.4,16118,33,2.59,0.09
100008121,Existing Customer,26,F,5,College,Single,$120K +,Blue,58,2,1,4,3503.74,1549.34,1954.4,1.71,11940,18,2.78,0.44
100008122,Existing Customer,54,M,2,Uneducated,Married,Unknown,Blue,60,6,2,4,21149.59,1136.27,20013.32,2.97,12155,89,2.86,0.05
100008123,Existing Customer,34,M,5,Graduate,Divorced,$120K +,Blue,52,2,6,1,34342.73,1979.09,32363.64,1.58,7561,53,2.97,0.06
100008124,Existing Customer,34,F,5,College,Single,$80K - $120K,Blue,24,3,5,4,30610.19,1437.64,29172.55,2.69,15408,49,1.62,0.05
100008125,Existing Customer,47,F,2,Uneducated,Married,Unknown,Blue,13,6,3,2,24898.39,856.69,24041.7,1.81,18156,22,2.77,0.03
100008126,Existing Customer,27,F,0,Uneducated,Divorced,Unknown,Blue,28,2,0,5,1430.07,1242.84,187.23,2.7,15815,117,2.24,0.87
100008127,Attrited Customer,41,F,0,Uneducated,Divorced,$80K - $120K,Blue,38,3,6,6,30235.39,898.34,29337.05,2.06,8521,30,1.45,0.03
100008128,Attrited Customer,65,F,4,Uneducated,Divorced,$60K - $80K,Blue,49,1,3,1,31488.95,75.83,31413.12,0.54,17651,111,2.8,0.0
100008129,Existing Customer,31,F,0,College,Divorced,$120K +,Blue,13,3,2,5,2291.91,702.67,1589.24,0.46,7204,88,1.34,0.31
100008130,Existing Customer,38,F,1,Graduate,Divorced,Unknown,Blue,44,2,0,2,5161.14,1127.2,4033.94,2.34,3695,138,1.02,0.22
100008131,Existing Customer,58,F,4,Post-Graduate,Single,$80K - $120K,Silver,16,3,3,1,16349.74,638.22,15711.52,2.11,10275,67,2.12,0.04
100008132,Attrited Customer,44,F,3,Uneducated,Divorced,Unknown,Blue,25,3,2,1,14670.22,1798.9,12871.32,1.46,3142,130,0.55,0.12
100008133,Existing Customer,40,M,4,Post-Graduate,Single,$80K - $120K,Blue,38,5,0,4,11010.33,2155.29,8855.04,1.4,18500,96,2.84,0.2
100008134,Existing Customer,58,M,5,Post-Graduate,Single,$40K - $60K,Blue,47,3,1,1,7729.23,742.37,6986.86,2.05,10559,122,2.35,0.1
100008135,Existing Customer,35,M,5,Post-Graduate,Married,$40K - $60K,Blue,38,2,0,2,19669.7,60.54,19609.16,1.76,12993,132,1.78,0.0
100008136,Existing Customer,26,F,4,Uneducated,Married,$60K - $80K,Blue,25,4,6,6,27224.97,2188.84,25036.13,0.77,18017,121,0.47,0.08
100008137,Attrited Customer,37,M,2,Uneducated,Single,$60K - $80K,Blue,26,1,5,5,32859.34,1443.48,31415.86,2.65,15967,36,0.86,0.04
100008138,Existing Customer,68,F,0,Doctorate,Divorced,$60K - $80K,Blue,38,3,2,0,11237.43,14.54,11222.89,2.17,8274,69,1.61,0.0
100008139,Existing Customer,54,F,5,Uneducated,Divorced,$60K - $80K,Platinum,19,2,4,2,24909.91,1249.78,23660.13,2.02,6068,107,1.6,0.05
100008140,Existing Customer,42,F,5,Uneducated,Single,$120K +,Blue,32,6,6,3,27798.47,241.88,27556.59,1.53,18473,116,1.52,0.01
100008141,Existing Customer,29,F,1,High School,Divorced,Less than $40K,Blue,45,6,2,5,17250.63,1684.76,15565.87,2.85,13773,121,1.14,0.1
100008142,Existing Customer,54,M,0,Graduate,Single,$60K - $80K,Blue,60,2,4,1,32317.22,1334.57,30982.65,0.23,1995,67,2.19,0.04
100008143,Existing Customer,32,M,5,High School,Married,$40K - $60K,Blue,39,5,3,2,1781.29,2282.97,-501.68,2.16,1847,16,2.83,1.28
100008144,Attrited Customer,69,M,2,Doctorate,Divorced,Unknown,Blue,35,6,5,4,31616.34,987.64,30628.7,2.95,3949,85,1.72,0.03
100008145,Existing Customer,38,F,5,College,Divorced,Less than $40K,Blue,28,2,1,3,31345.07,2309.1,29035.97,1.85,14955,49,2.52,0.07
100008146,Existing Customer,30,F,0,High School,Divorced,Less than $40K,Blue,17,4,6,0,5657.94,2091.17,3566.77,1.86,14275,19,1.93,0.37
100008147,Attrited Customer,31,M,1,High School,Married,$120K +,Blue,49,2,0,2,15940.38,1881.12,14059.26,2.42,6084,85,0.29,0.12
100008148,Existing Customer,59,F,0,High School,Divorced,$80K - $120K,Blue,30,4,2,6,18539.27,1094.98,17444.29,0.27,18051,72,0.59,0.06
100008149,Existing Customer,32,M,2,Graduate,Single,Unknown,Blue,12,6,1,2,14667.12,1035.74,13631.38,0.52,7628,101,2.66,0.07
100008150,Existing Customer,71,M,1,Post-Graduate,Divorced,Unknown,Blue,49,1,4,2,31448.92,986.65,30462.27,2.57,13487,30,1.53,0.03
100008151,Existing Customer,53,M,0,College,Single,Less than $40K,Blue,37,3,6,3,25241.5,129.19,25112.31,2.04,13000,113,2.37,0.01
100008152,Existing Customer,71,F,2,College,Divorced,$120K +,Blue,16,1,6,4,5199.01,1515.1,3683.91,2.95,17080,47,2.54,0.29
100008153,Attrited Customer,35,M,2,Graduate,Single,$120K +,Blue,15,3,4,6,32501.29,1994.8,30506.49,1.34,3649,58,1.72,0.06
100008154,Existing Customer,29,F,4,Doctorate,Married,$120K +,Blue,36,6,2,3,2569.84,1860.14,709.7,1.45,2315,88,0.21,0.72
100008155,Existing Customer,28,M,5,High School,Divorced,$60K - $80K,Blue,56,1,5,4,21252.68,1457.1,19795.58,2.06,2775,41,2.15,0.07
100008156,Existing Customer,50,F,1,Post-Graduate,Married,Unknown,Blue,60,4,4,4,18771.39,893.08,17878.31,0.71,7126,79,2.9,0.05
100008157,Existing Customer,48,F,1,Uneducated,Married,$80K - $120K,Blue,56,3,6,0,3461.81,1737.01,1724.8,1.01,11750,42,1.7,0.5
100008158,Existing Customer,52,M,5,Graduate,Divorced,$60K - $80K,Blue,33,3,1,1,24658.61,1322.22,23336.39,2.61,17672,92,2.54,0.05
100008159,Existing Customer,39,F,0,Doctorate,Divorced,$40K - $60K,Blue,59,1,1,5,33727.2,2099.36,31627.84,2.45,11640,36,1.13,0.06
100008160,Attrited Customer,63,F,4,Post-Graduate,Single,$80K - $120K,Blue,24,5,1,1,16587.14,683.43,15903.71,1.8,19151,35,0.58,0.04
100008161,Existing Customer,57,F,1,Doctorate,Divorced,$60K - $80K,Gold,34,6,2,2,18472.62,255.22,18217.4,1.2,15685,65,0.98,0.01
100008162,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,44,5,6,1,14051.99,8.04,14043.95,1.98,7746,96,1.42,0.0
100008163,Existing Customer,72,F,1,Graduate,Single,$40K - $60K,Blue,36,1,4,5,30757.26,1857.57,28899.69,0.68,14388,13,2.51,0.06
100008164,Existing Customer,65,M,4,Uneducated,Single,$60K - $80K,Blue,21,2,4,2,32545.05,1498.31,31046.74,1.41,18028,82,1.95,0.05
100008165,Existing Customer,62,M,5,Doctorate,Divorced,$80K - $120K,Blue,29,1,3,3,14500.95,149.78,14351.17,1.61,8810,120,0.74,0.01
100008166,Existing Customer,28,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,38,6,0,1,31289.75,2099.81,29189.94,1.49,7613,21,0.88,0.07
100008167,Existing Customer,60,M,5,Doctorate,Divorced,Unknown,Blue,60,4,0,0,7948.61,1192.96,6755.65,1.37,2212,10,2.4,0.15
100008168,Existing Customer,38,M,2,Doctorate,Married,$120K +,Blue,37,4,4,0,16567.84,1153.29,15414.55,1.25,9040,149,2.06,0.07
100008169,Existing Customer,59,M,1,High School,Married,$80K - $120K,Blue,60,2,5,6,9565.21,1711.38,7853.83,1.82,1416,79,0.72,0.18
100008170,Existing Customer,49,M,5,Doctorate,Divorced,$40K - $60K,Blue,53,6,4,6,8612.67,1586.65,7026.02,1.2,9122,105,1.95,0.18
100008171,Existing Customer,26,M,2,Post-Graduate,Single,Unknown,Blue,13,5,1,0,30137.99,596.81,29541.18,1.85,8681,124,2.78,0.02
100008172,Existing Customer,37,F,0,Post-Graduate,Divorced,$120K +,Blue,21,4,2,3,25283.82,1611.78,23672.04,1.66,17760,37,1.79,0.06
100008173,Existing Customer,33,F,2,High School,Divorced,$40K - $60K,Silver,31,6,4,2,3274.97,2145.49,1129.48,1.19,13173,126,0.44,0.66
100008174,Existing Customer,44,M,1,Uneducated,Married,Unknown,Blue,49,4,3,3,26752.04,979.39,25772.65,2.4,16177,134,2.26,0.04
100008175,Existing Customer,34,M,0,Post-Graduate,Divorced,Unknown,Blue,14,3,3,3,20479.53,724.43,19755.1,0.32,17922,93,2.82,0.04
100008176,Existing Customer,53,F,0,Doctorate,Divorced,Unknown,Blue,21,6,5,6,27757.03,150.25,27606.78,0.95,8393,65,1.76,0.01
100008177,Existing Customer,39,F,0,Doctorate,Married,Less than $40K,Blue,39,3,6,6,21173.31,1512.81,19660.5,1.59,14029,95,1.78,0.07
100008178,Existing Customer,52,F,3,High School,Married,$40K - $60K,Gold,30,2,4,3,13831.68,1888.43,11943.25,2.76,11576,51,2.74,0.14
100008179,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,28,4,0,6,17829.28,2419.1,15410.18,0.4,5843,70,0.99,0.14
100008180,Existing Customer,67,M,0,Graduate,Single,$60K - $80K,Blue,55,1,2,4,5815.22,1529.9,4285.32,1.83,10517,33,1.17,0.26
100008181,Existing Customer,66,F,5,High School,Single,$60K - $80K,Blue,55,5,3,3,11560.7,1119.78,10440.92,0.68,16900,103,1.18,0.1
100008182,Existing Customer,31,M,5,Graduate,Divorced,$60K - $80K,Silver,34,2,4,6,1759.24,2337.93,-578.69,0.23,3790,99,1.04,1.33
100008183,Attrited Customer,58,F,5,Post-Graduate,Single,Unknown,Blue,39,1,6,1,14811.79,447.04,14364.75,2.63,10931,81,0.58,0.03
100008184,Existing Customer,62,F,1,High School,Married,Unknown,Blue,38,1,4,6,4102.08,1771.0,2331.08,2.65,18025,35,1.93,0.43
100008185,Existing Customer,67,M,0,Doctorate,Single,Less than $40K,Platinum,43,2,6,2,23461.04,818.3,22642.74,0.97,3934,149,1.5,0.03
100008186,Existing Customer,50,F,5,Post-Graduate,Divorced,Less than $40K,Blue,49,2,1,0,32026.46,2153.7,29872.76,2.61,16671,73,1.18,0.07
100008187,Attrited Customer,38,F,0,College,Divorced,Less than $40K,Blue,23,4,3,5,26182.96,1863.11,24319.85,1.26,3944,146,2.42,0.07
100008188,Existing Customer,48,F,2,Uneducated,Single,$120K +,Blue,31,5,1,6,8052.71,834.04,7218.67,0.33,10117,49,2.7,0.1
100008189,Existing Customer,61,F,5,Doctorate,Divorced,$80K - $120K,Blue,17,6,2,6,18240.78,1937.06,16303.72,0.83,2840,44,1.02,0.11
100008190,Attrited Customer,58,F,2,Doctorate,Divorced,$60K - $80K,Blue,14,4,2,4,25206.96,2226.05,22980.91,2.02,10384,149,0.81,0.09
100008191,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,14,6,5,2,28393.72,630.87,27762.85,0.78,10821,68,1.17,0.02
100008192,Existing Customer,59,F,5,Uneducated,Single,$60K - $80K,Blue,34,6,3,2,10622.38,1429.24,9193.14,1.82,1575,129,1.99,0.13
100008193,Existing Customer,61,M,4,High School,Divorced,$60K - $80K,Blue,20,1,1,3,17220.7,1049.07,16171.63,0.71,10045,48,0.56,0.06
100008194,Existing Customer,42,M,2,College,Single,$60K - $80K,Blue,44,6,5,6,4547.53,2314.69,2232.84,0.78,1156,76,0.85,0.51
100008195,Existing Customer,35,F,5,Uneducated,Single,Less than $40K,Blue,47,4,5,0,25696.24,2430.75,23265.49,2.09,2872,123,0.46,0.09
100008196,Existing Customer,48,F,2,Post-Graduate,Divorced,Unknown,Blue,23,4,0,2,15781.1,259.51,15521.59,2.64,4278,81,2.61,0.02
100008197,Existing Customer,69,F,1,Doctorate,Single,$120K +,Blue,37,5,1,1,2417.5,1371.95,1045.55,2.29,17104,62,2.4,0.57
100008198,Existing Customer,27,M,3,Uneducated,Single,$60K - $80K,Blue,48,3,3,6,19000.31,1327.2,17673.11,0.36,18080,37,1.15,0.07
100008199,Existing Customer,60,M,3,College,Divorced,$60K - $80K,Blue,59,5,3,0,27907.24,2171.68,25735.56,2.78,2705,64,2.55,0.08
100008200,Existing Customer,39,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,21,4,1,1,2510.82,1947.72,563.1,0.65,11323,90,0.31,0.78
100008201,Existing Customer,72,F,4,Post-Graduate,Single,$40K - $60K,Blue,55,3,4,4,14713.1,717.78,13995.32,2.24,8022,24,1.61,0.05
100008202,Attrited Customer,70,F,0,High School,Married,$60K - $80K,Blue,22,6,4,6,17383.47,1304.95,16078.52,2.24,630,21,1.54,0.08
100008203,Existing Customer,66,F,2,High School,Married,Less than $40K,Blue,30,1,0,2,34984.7,945.44,34039.26,1.46,15607,70,0.88,0.03
100008204,Existing Customer,27,F,1,Graduate,Married,Less than $40K,Blue,16,5,5,4,8436.23,882.94,7553.29,1.78,7249,98,1.53,0.1
100008205,Existing Customer,44,F,4,College,Married,$80K - $120K,Blue,35,2,6,6,28851.32,1827.4,27023.92,0.47,18306,131,1.13,0.06
100008206,Existing Customer,41,M,3,Post-Graduate,Single,Unknown,Blue,46,1,5,1,5961.37,1498.5,4462.87,2.92,18233,54,1.57,0.25
100008207,Existing Customer,68,M,4,College,Divorced,Unknown,Blue,39,3,6,4,33776.09,497.32,33278.77,0.38,8726,116,0.55,0.01
100008208,Existing Customer,69,M,1,Uneducated,Married,Less than $40K,Blue,41,1,0,6,11427.91,1551.73,9876.18,2.75,7893,21,1.45,0.14
100008209,Existing Customer,50,F,5,Doctorate,Divorced,$80K - $120K,Blue,30,2,0,1,5949.17,1159.17,4790.0,0.9,5134,81,2.2,0.19
100008210,Existing Customer,26,F,4,Uneducated,Married,$120K +,Blue,17,2,3,6,13979.66,852.6,13127.06,1.3,8669,95,2.76,0.06
100008211,Existing Customer,27,M,3,Doctorate,Married,$40K - $60K,Blue,60,5,3,6,1517.32,166.32,1351.0,2.32,6281,23,2.11,0.11
100008212,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Platinum,56,6,4,3,4701.56,2321.73,2379.83,2.66,6811,32,2.61,0.49
100008213,Existing Customer,27,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,50,5,1,3,17869.08,2154.2,15714.88,2.15,5488,130,0.42,0.12
100008214,Existing Customer,55,F,3,Doctorate,Divorced,$120K +,Blue,30,4,2,4,32981.25,758.81,32222.44,0.54,1325,91,1.94,0.02
100008215,Existing Customer,35,F,3,Post-Graduate,Married,$60K - $80K,Blue,42,4,1,5,16127.46,1390.86,14736.6,1.19,5024,133,0.43,0.09
100008216,Existing Customer,44,F,4,Doctorate,Divorced,$80K - $120K,Blue,55,1,5,5,23447.71,2161.69,21286.02,1.91,17023,113,1.24,0.09
100008217,Existing Customer,67,F,1,Graduate,Married,$80K - $120K,Blue,22,2,4,1,25040.58,1298.62,23741.96,2.96,18616,76,2.68,0.05
100008218,Existing Customer,41,M,3,Uneducated,Single,$40K - $60K,Blue,28,1,4,2,2243.05,354.55,1888.5,1.33,10998,64,1.75,0.16
100008219,Existing Customer,38,F,5,Post-Graduate,Divorced,$120K +,Blue,28,3,4,6,11950.8,1186.72,10764.08,1.05,12140,51,1.73,0.1
100008220,Attrited Customer,33,M,4,Doctorate,Married,$80K - $120K,Blue,26,3,4,0,34899.55,784.99,34114.56,0.99,14650,95,0.95,0.02
100008221,Existing Customer,56,M,1,College,Single,$60K - $80K,Blue,17,4,3,4,1238.23,1144.56,93.67,2.59,19705,98,1.08,0.92
100008222,Existing Customer,70,M,0,Post-Graduate,Single,Unknown,Gold,43,6,0,2,16985.88,2119.97,14865.91,0.68,9386,129,2.7,0.12
100008223,Attrited Customer,50,M,3,Doctorate,Married,Less than $40K,Blue,51,1,0,6,29473.19,1022.03,28451.16,2.01,2741,98,1.02,0.03
100008224,Existing Customer,64,M,2,Doctorate,Single,Less than $40K,Blue,22,3,1,1,10805.97,1998.49,8807.48,2.58,6317,136,0.76,0.18
100008225,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,24,4,1,6,34885.39,581.61,34303.78,2.59,6186,47,0.97,0.02
100008226,Existing Customer,63,M,5,Post-Graduate,Married,$120K +,Blue,28,1,6,1,17527.68,1484.33,16043.35,0.56,5314,102,1.17,0.08
100008227,Existing Customer,66,M,0,Post-Graduate,Single,$120K +,Gold,39,2,5,4,32075.92,1065.18,31010.74,2.42,6227,114,2.19,0.03
100008228,Existing Customer,54,M,0,High School,Single,$80K - $120K,Blue,60,3,4,6,18963.2,2432.74,16530.46,2.77,19573,28,2.73,0.13
100008229,Existing Customer,31,M,0,Doctorate,Married,Less than $40K,Blue,29,6,4,2,14519.86,1.9,14517.96,2.39,8862,132,1.16,0.0
100008230,Existing Customer,43,M,4,Post-Graduate,Married,Unknown,Blue,39,3,2,5,25143.38,909.17,24234.21,2.16,17470,67,0.36,0.04
100008231,Existing Customer,69,F,1,Doctorate,Single,$40K - $60K,Blue,59,2,0,4,33581.25,2033.45,31547.8,1.65,9285,15,1.56,0.06
100008232,Existing Customer,60,M,2,Graduate,Divorced,Unknown,Gold,27,4,6,3,13787.16,978.76,12808.4,2.35,11354,53,2.92,0.07
100008233,Existing Customer,52,F,5,Graduate,Married,$40K - $60K,Blue,47,3,6,6,30408.01,543.77,29864.24,1.81,12202,10,0.27,0.02
100008234,Existing Customer,30,M,1,College,Divorced,Unknown,Blue,60,2,4,1,23426.74,2133.2,21293.54,1.34,19252,117,1.59,0.09
100008235,Existing Customer,32,F,3,Post-Graduate,Married,Unknown,Blue,51,4,5,6,13872.54,1479.32,12393.22,1.58,13068,72,2.58,0.11
100008236,Existing Customer,35,F,2,College,Divorced,Unknown,Blue,31,5,1,3,2886.51,1391.63,1494.88,2.03,19226,110,2.7,0.48
100008237,Existing Customer,35,F,1,Uneducated,Married,Unknown,Blue,50,4,1,4,11587.71,1002.08,10585.63,1.77,2716,38,1.98,0.09
100008238,Existing Customer,53,F,3,Doctorate,Single,Unknown,Blue,38,3,6,1,29263.76,394.05,28869.71,2.07,4962,89,0.25,0.01
100008239,Existing Customer,61,F,2,Uneducated,Single,Unknown,Blue,51,4,1,5,4235.14,1438.98,2796.16,2.95,2642,25,1.03,0.34
100008240,Existing Customer,35,F,4,High School,Divorced,$40K - $60K,Blue,44,6,6,5,20454.01,1263.2,19190.81,0.93,9893,94,0.92,0.06
100008241,Existing Customer,60,F,5,High School,Divorced,$40K - $60K,Platinum,13,3,2,4,18402.56,1005.24,17397.32,2.99,13868,135,2.03,0.05
100008242,Existing Customer,60,M,5,Post-Graduate,Married,$80K - $120K,Blue,24,4,4,5,23495.86,192.21,23303.65,0.35,16817,119,2.9,0.01
100008243,Existing Customer,62,F,3,Post-Graduate,Married,Unknown,Blue,13,5,4,0,32926.06,1627.4,31298.66,1.9,11377,52,1.94,0.05
100008244,Existing Customer,45,M,1,College,Divorced,$60K - $80K,Blue,48,4,5,2,26559.92,1579.34,24980.58,2.82,8145,88,0.68,0.06
100008245,Existing Customer,38,M,2,College,Divorced,$40K - $60K,Blue,16,5,4,6,18361.11,1397.69,16963.42,0.49,15901,45,1.53,0.08
100008246,Existing Customer,36,M,3,Post-Graduate,Single,$80K - $120K,Blue,17,3,5,1,29232.1,328.72,28903.38,2.97,2454,24,0.44,0.01
100008247,Existing Customer,70,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,43,4,2,6,24856.73,757.1,24099.63,2.77,18734,55,0.74,0.03
100008248,Attrited Customer,44,M,4,High School,Single,$40K - $60K,Blue,59,2,4,6,31448.6,1174.65,30273.95,2.59,19607,47,1.27,0.04
100008249,Existing Customer,53,F,3,High School,Divorced,Unknown,Blue,35,6,5,6,25627.84,1836.2,23791.64,1.68,4212,138,1.69,0.07
100008250,Attrited Customer,63,F,2,High School,Single,$60K - $80K,Blue,28,5,0,5,26602.62,557.27,26045.35,0.8,18838,127,0.51,0.02
100008251,Attrited Customer,70,F,0,Post-Graduate,Single,$40K - $60K,Blue,20,1,4,1,3856.0,2002.13,1853.87,0.45,18623,114,0.69,0.52
100008252,Existing Customer,29,M,2,College,Single,$80K - $120K,Blue,51,5,6,3,1129.91,797.91,332.0,0.38,9724,27,1.65,0.71
100008253,Existing Customer,62,M,2,Graduate,Married,Unknown,Blue,51,4,4,0,33491.07,1664.24,31826.83,1.85,5062,13,2.54,0.05
100008254,Existing Customer,44,F,4,Graduate,Single,$80K - $120K,Blue,13,5,1,3,9568.97,2342.33,7226.64,2.17,10832,126,2.39,0.24
100008255,Attrited Customer,62,F,4,College,Divorced,Less than $40K,Blue,20,4,4,2,6613.37,1785.46,4827.91,0.82,633,122,1.28,0.27
100008256,Existing Customer,39,F,5,College,Divorced,$120K +,Blue,17,3,6,4,6396.41,173.16,6223.25,1.57,18443,47,0.46,0.03
100008257,Attrited Customer,56,F,5,College,Divorced,$40K - $60K,Blue,30,3,6,0,26088.3,941.07,25147.23,1.68,18547,43,2.43,0.04
100008258,Existing Customer,53,M,3,High School,Married,Unknown,Blue,44,6,3,3,2577.55,1445.4,1132.15,2.71,16239,90,1.53,0.56
100008259,Existing Customer,61,M,5,Uneducated,Single,$40K - $60K,Gold,30,2,2,6,23474.8,1683.13,21791.67,0.55,7262,67,1.0,0.07
100008260,Existing Customer,69,M,4,Post-Graduate,Married,$80K - $120K,Blue,44,1,1,4,20429.61,862.05,19567.56,2.43,19959,53,1.66,0.04
100008261,Existing Customer,63,M,3,High School,Single,$40K - $60K,Blue,56,6,6,5,6008.26,1071.84,4936.42,2.36,7024,45,1.82,0.18
100008262,Existing Customer,44,M,0,Graduate,Divorced,Unknown,Blue,41,3,2,6,5605.2,939.97,4665.23,2.11,3136,110,1.04,0.17
100008263,Existing Customer,67,F,1,Post-Graduate,Single,$80K - $120K,Platinum,50,2,3,2,5510.45,1744.97,3765.48,0.89,7135,42,1.94,0.32
100008264,Existing Customer,26,F,4,College,Married,Less than $40K,Blue,24,1,1,2,9823.62,2283.97,7539.65,0.34,13793,76,0.24,0.23
100008265,Existing Customer,48,M,4,Doctorate,Married,Unknown,Blue,29,2,5,5,22820.84,1945.6,20875.24,2.39,13743,137,1.05,0.09
100008266,Existing Customer,53,F,0,Graduate,Married,$40K - $60K,Blue,13,3,5,0,8034.18,657.9,7376.28,1.77,17449,121,2.86,0.08
100008267,Existing Customer,29,M,4,College,Married,Unknown,Silver,14,6,5,5,23442.55,1350.26,22092.29,1.96,13387,18,2.48,0.06
100008268,Existing Customer,66,F,5,Doctorate,Divorced,Unknown,Blue,17,1,1,0,34037.93,1195.31,32842.62,2.59,3138,11,0.23,0.04
100008269,Existing Customer,43,F,5,College,Married,Less than $40K,Blue,39,3,3,5,30311.29,38.82,30272.47,0.57,13816,115,1.82,0.0
100008270,Existing Customer,72,F,5,College,Married,Less than $40K,Blue,24,4,3,1,28134.66,2345.96,25788.7,0.78,17946,33,2.44,0.08
100008271,Existing Customer,64,M,0,Post-Graduate,Married,$120K +,Blue,31,6,0,2,33270.62,1164.91,32105.71,1.38,16059,38,0.99,0.04
100008272,Existing Customer,50,M,3,Graduate,Divorced,$80K - $120K,Blue,43,1,6,5,21824.04,2357.9,19466.14,1.19,7745,96,1.8,0.11
100008273,Existing Customer,43,M,4,Graduate,Single,Less than $40K,Blue,42,2,1,1,27141.36,1660.48,25480.88,2.86,17268,57,2.35,0.06
100008274,Existing Customer,31,F,4,College,Divorced,$80K - $120K,Blue,20,4,2,4,27313.52,1770.48,25543.04,1.09,7023,113,0.88,0.06
100008275,Existing Customer,44,F,5,High School,Divorced,$120K +,Blue,14,2,4,0,34134.36,1067.46,33066.9,2.72,6072,104,2.37,0.03
100008276,Existing Customer,37,F,3,Uneducated,Divorced,$80K - $120K,Blue,42,3,3,1,23004.0,2144.95,20859.05,1.69,14287,39,2.23,0.09
